department_name,school,harvard_equivalent,PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PROJECT TITLE,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE
BIOMEDICAL INFORMATICS,Pittsburgh,DBMI,3T15LM007059-31S1,Other,9530298,"HOCHHEISER, HARRY S",Pittsburgh Biomedical Informatics Training Program,MISCELLANEOUS,SCHOOLS OF MEDICINE,92593,7407,100000,14,PITTSBURGH,PENNSYLVANIA,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,08.09.17
BIOMEDICAL INFORMATICS,Pittsburgh,DBMI,3T15LM007059-30S1,Other,9378111,"HOCHHEISER, HARRY S",Pittsburgh Biomedical Informatics Training Program,MISCELLANEOUS,SCHOOLS OF MEDICINE,6377,510,6887,14,PITTSBURGH,PENNSYLVANIA,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,15.11.16
BIOMEDICAL INFORMATICS,Pittsburgh,DBMI,2T15LM007059-31,Other,9263052,"HOCHHEISER, HARRY S",Pittsburgh Biomedical Informatics Training Program,MISCELLANEOUS,SCHOOLS OF MEDICINE,849842,50451,786915,14,PITTSBURGH,PENNSYLVANIA,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,29.06.17
BIOMEDICAL INFORMATICS,Pittsburgh,DBMI,5U24CA184407-04,Other Research-Related,9298609,"JACOBSON, REBECCA S",Cancer Deep Phenotype Extraction from Electronic Medical Records,MISCELLANEOUS,SCHOOLS OF MEDICINE,146426,22313,168739,14,PITTSBURGH,PENNSYLVANIA,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,27.04.17
BIOMEDICAL INFORMATICS,Pittsburgh,DBMI,5R01LM011663-04,RPGs - Non SBIR/STTR,9281905,"JIANG, XIA",A New Generation Clinical Decision Support System,MISCELLANEOUS,SCHOOLS OF MEDICINE,357456,102569,460025,14,PITTSBURGH,PENNSYLVANIA,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,01.06.17
BIOMEDICAL INFORMATICS,Pittsburgh,DBMI,5R00LM011673-05,RPGs - Non SBIR/STTR,9325563,"LU, SONGJIAN",Developing Graph Models and Efficient Algorithms for the Study of Cancer Disease,MISCELLANEOUS,SCHOOLS OF MEDICINE,142067,70155,212222,14,PITTSBURGH,PENNSYLVANIA,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,04.08.17
BIOMEDICAL INFORMATICS,Pittsburgh,DBMI,5R01LM012011-03,RPGs - Non SBIR/STTR,9251894,"LU, XINGHUA",Deciphering cellular signaling system by deep mining a comprehensive genomic compendium,MISCELLANEOUS,SCHOOLS OF MEDICINE,227813,100218,328031,14,PITTSBURGH,PENNSYLVANIA,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,31.03.17
BIOMEDICAL INFORMATICS,Pittsburgh,DBMI,5R01LM012095-03,RPGs - Non SBIR/STTR,9297355,"VISWESWARAN, SHYAM",Development and Evaluation of a Learning Electronic Medical Record System,MISCELLANEOUS,SCHOOLS OF MEDICINE,298429,146152,444581,14,PITTSBURGH,PENNSYLVANIA,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,01.07.17
BIOMEDICAL INFORMATICS,Pittsburgh,DBMI,5U24GM110707-04,Other Research-Related,9279175,"WAGNER, MICHAEL MATTHEW",MIDAS Informatics Services Group (ISG),MISCELLANEOUS,SCHOOLS OF MEDICINE,1777963,552264,2330227,14,PITTSBURGH,PENNSYLVANIA,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,28.04.17
BIOMEDICAL INFORMATICS,Emory,DBMI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BIOSTATISTICS AND COMPUTATIONAL BIOLOGY,Rochester,DBMI,5U01NS061795-07,RPGs - Non SBIR/STTR,9355472,"MCDERMOTT, MICHAEL P",Biostatistics and Data Management for a Trial of Corticosteroid Regimens in DMD,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF MEDICINE,138490,74785,213275,25,ROCHESTER,NEW YORK,Y,UNIV OF ROCHESTER SCH MED & DENT,Domestic Higher Education,15.08.17
BIOSTATISTICS AND COMPUTATIONAL BIOLOGY,Rochester,DBMI,5U01NS089666-03,RPGs - Non SBIR/STTR,9292389,"OAKES, DAVID",Phase 3 trial of inosine for Parkinsons disease - DCC,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF MEDICINE,833621,365942,1199563,25,ROCHESTER,NEW YORK,Y,UNIV OF ROCHESTER SCH MED & DENT,Domestic Higher Education,17.08.17
BIOSTATISTICS AND COMPUTATIONAL BIOLOGY,Rochester,DBMI,1R03ES027514-01,RPGs - Non SBIR/STTR,9223392,"THURSTON, SARAH (SALLY) W",Postnatal Methylmercury Effects on Neurodevelopment,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF MEDICINE,50000,26938,76938,25,ROCHESTER,NEW YORK,Y,UNIV OF ROCHESTER SCH MED & DENT,Domestic Higher Education,01.03.17
BIOSTATISTICS AND COMPUTATIONAL BIOLOGY,Rochester,DBMI,5T32ES007271-23,Training - Institutional,9307822,"THURSTON, SARAH (SALLY) W",Training in Environmental Health Biostatistics,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF MEDICINE,196710,11897,208607,25,ROCHESTER,NEW YORK,Y,UNIV OF ROCHESTER SCH MED & DENT,Domestic Higher Education,27.06.17
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,5R00LM011933-03,RPGs - Non SBIR/STTR,9265940,"CHEN, YOU",Learning Patterns of Collaboration to Optimize the Management of Care Providers,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,155642,90272,245914,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,4/26/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,3OT2OD023132-02S1,Other,9547999,"DENNY, JOSHUA CHARLES",PMI Participants Preparatory/Prototyping Initiative,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,1092295,633531,1725826,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,8/26/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,5R01GM103859-04,RPGs - Non SBIR/STTR,9307936,"DENNY, JOSHUA CHARLES",Informatics Tools for Pharmacogenomic Discovery using Practice-based Data,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,531050,69424,600474,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,5/15/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,5R01LM010685-08,RPGs - Non SBIR/STTR,9332465,"DENNY, JOSHUA CHARLES",From GWAS to PheWAS: Scanning the EMR Phenome for Gene-disease Associations,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,315699,143258,458957,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,8/4/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,5T32HG008341-02,Training - Institutional,9309008,"DENNY, JOSHUA CHARLES",VGM: Vanderbilt Genomic Medicine Training Program,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,256528,19082,275610,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,8/11/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,5U01HG007253-04,RPGs - Non SBIR/STTR,9322870,"DENNY, JOSHUA CHARLES","Integrated, Individualized, Intelligent Prescribing (I3P)",INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,1289908,159222,936331,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,6/16/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,5U2COD023196-02,Other Research-Related,9312321,"DENNY, JOSHUA CHARLES",Data and Research Support Center,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,28399163,3447145,31846308,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,6/29/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,5R24AI124872-03,Other Research-Related,9256439,"DUDA, STEPHANY NORAH",Harmonist: A Scalable Toolkit for Standardizing and Coordinating Data Sharing Across International Research Networks,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,458945,228639,687584,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,3/14/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,5UH2CA203708-02,RPGs - Non SBIR/STTR,9270528,"FABBRI, DANIEL",Crowd Sourcing Labels From Electronic Medical Records to Enable Biomedical Research,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,2e+05,116000,316000,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,4/27/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,2T15LM007450-16,Other,9264353,"GADD, CYNTHIA S",Vanderbilt Biomedical Informatics Training Program,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,804560,47725,446138,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,6/29/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,3T15LM007450-15S1,Other,9377363,"GADD, CYNTHIA S",Vanderbilt Biomedical Informatics Training Program,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,3200,256,3456,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,11/15/2016
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,3T15LM007450-16S1,Other,9529057,"GADD, CYNTHIA S",Vanderbilt Biomedical Informatics Training Program,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,92575,7406,99981,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,9/1/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,3U24TR001579-01S1,Other Research-Related,9353931,"HARRIS, PAUL A","Improving Clinical trial Education, Recruitment, and Enrollment at CTSA Hubs (I-CERCH)",INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,474553,275241,749794,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,12/21/2016
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,5U24TR001579-02,Other Research-Related,9309131,"HARRIS, PAUL A","Improving Clinical trial Education, Recruitment, and Enrollment at CTSA Hubs (I-CERCH)",INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,2847212,1428021,4275233,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,8/30/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,1R35GM124685-01,RPGs - Non SBIR/STTR,9380626,"HUGHEY, JACOB J",A Multi-scale Approach to the Mammalian Circadian System and Its Role in Human Health and Disease,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,250000,145000,395000,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,8/25/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,5R01EB020666-03,RPGs - Non SBIR/STTR,9205240,"LASKO, THOMAS","Identification, Extraction and Display of Clinical Data Patterns with Application to Anesthesia Workflows",INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,265024,149808,414832,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,2/1/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,5R01HG006844-07,RPGs - Non SBIR/STTR,9360125,"MALIN, BRADLEY A",A Risk Management Framework for Identifiability in Genomics Research,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,209357,40196,249553,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,9/11/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,5R01LM010207-09,RPGs - Non SBIR/STTR,9332474,"MALIN, BRADLEY A",Automated Detection of Anomalous Accesses to Electronic Health Records,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,216124,125351,341475,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,7/25/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,5T32LM012412-02,Training - Institutional,9248423,"MALIN, BRADLEY A",BIDS: Vanderbilt Training Program in BIg Biomedical Data Science,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,286761,15261,302022,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,4/5/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,1R01HG009694-01,RPGs - Non SBIR/STTR,9376663,"PETERSON, JOSH F",Rational Integration of clinical SEquencing (RISE),INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,644221,132719,776940,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,9/5/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,3U01HG008701-03S1,RPGs - Non SBIR/STTR,9477344,"PETERSON, JOSH F",The Electronic Medical Records and Genomics (eMERGE) Network Phase III - Coordinating Center (U01),INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,162092,36013,198105,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,9/6/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,3U01HG008701-03S2,RPGs - Non SBIR/STTR,9482292,"PETERSON, JOSH F",The Electronic Medical Records and Genomics (eMERGE) Network Phase III - Coordinating Center (U01),INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,25607,14851,40458,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,9/7/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,5U01HG008701-03,RPGs - Non SBIR/STTR,9283257,"PETERSON, JOSH F",The Electronic Medical Records and Genomics (eMERGE) Network Phase III - Coordinating Center (U01),INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,1363403,317724,1356137,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,8/29/2017
BIOMEDICAL INFORMATICS,Vanderbilt,DBMI,1R01HL133786-01A1,RPGs - Non SBIR/STTR,9309793,"WEI, WEI-QI",Exploring Statin Pleiotropic Effects within a Very Large EHR Cohort,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,257040,149083,406123,5,NASHVILLE,TENNESSEE,Y,VANDERBILT UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,2/27/2017
BIOSTATISTICS AND MED INFORMATICS,Wisconsin,DBMI,5R01EB022856-02,RPGs - Non SBIR/STTR,9360100,"CHUNG, MOO K","BRAIN Initiative:  Theories, Models and Methods for Analysis of Complex Data from the Brain",BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF MEDICINE,250000,126140,376140,2,MADISON,WISCONSIN,Y,"MADISON, WISCONSIN 53706",Domestic Higher Education,25.07.17
BIOSTATISTICS AND MED INFORMATICS,Wisconsin,DBMI,5U54AI117924-04,Research Centers,9266344,"CRAVEN, MARK W",The Center for Predictive Computational Phenotyping-1 Overall,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF MEDICINE,1882293,809965,2692258,2,MADISON,WISCONSIN,Y,"MADISON, WISCONSIN 53706",Domestic Higher Education,28.04.17
BIOSTATISTICS AND MED INFORMATICS,Wisconsin,DBMI,5R01GM102756-06,RPGs - Non SBIR/STTR,9321929,"KENDZIORSKI, CHRISTINA",Statistical Methods for Single-Cell RNA-seq Experiments,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF MEDICINE,225000,107802,332802,2,MADISON,WISCONSIN,Y,"MADISON, WISCONSIN 53706",Domestic Higher Education,14.08.17
BIOSTATISTICS AND MED INFORMATICS,Wisconsin,DBMI,5U01HL130204-02,RPGs - Non SBIR/STTR,9222804,"KIM, KYUNGMANN",INfluenza Vaccine to Effectively Stop Cardio Thoracic Events and Decompensated heart failure (INVESTED)-Data Coordinating Center,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF MEDICINE,304781,93838,398619,2,MADISON,WISCONSIN,Y,"MADISON, WISCONSIN 53706",Domestic Higher Education,25.01.17
BIOSTATISTICS AND MED INFORMATICS,Wisconsin,DBMI,5R01GM097618-06,RPGs - Non SBIR/STTR,9323511,"PAGE  JR, C DAVID",Machine Learning for Identifying Adverse Drug Events,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF MEDICINE,498718,37323,536041,2,MADISON,WISCONSIN,Y,"MADISON, WISCONSIN 53706",Domestic Higher Education,03.07.17
BIOSTATISTICS AND MED INFORMATICS,Wisconsin,DBMI,5R01GM117339-02,RPGs - Non SBIR/STTR,9353838,"ROY, SUSHMITA",Computational Inference of Regulatory Network Dynamics on Cell Lineages,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF MEDICINE,205000,98220,303220,2,MADISON,WISCONSIN,Y,"MADISON, WISCONSIN 53706",Domestic Higher Education,28.06.17
BIOSTATISTICS AND MED INFORMATICS,Wisconsin,DBMI,5R01EB022883-02,RPGs - Non SBIR/STTR,9360117,"SINGH, VIKAS",Manifold-valued statistical models for longitudinal morphometic analysis in preclinical Alzheimers disease (AD),BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF MEDICINE,225000,106530,331530,2,MADISON,WISCONSIN,Y,"MADISON, WISCONSIN 53706",Domestic Higher Education,09.08.17
BIOSTATISTICS AND MED INFORMATICS,Wisconsin,DBMI,5R01HG007377-04,RPGs - Non SBIR/STTR,9250803,"WANG, SIJIAN",Heterogeneous and Robust Survival Analysis in Genomic Studies,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF MEDICINE,175000,80295,255295,2,MADISON,WISCONSIN,Y,"MADISON, WISCONSIN 53706",Domestic Higher Education,23.03.17
HEALTH INFORMATICS AND INFORMATION MANAGEMENT,West Virginia,DBMI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BIOMEDICAL INFORMATICS,Buffalo-Jacobs,DBMI,1T15LM012495-01,Other,9262365,"ELKIN, PETER L",Buffalo Research Innovation in Genomic and Healthcare Technology Education (BRIGHT Education),MISCELLANEOUS,SCHOOLS OF MEDICINE,337281,20676,357957,26,AMHERST,NEW YORK,Y,SUNY AT BUFFALO SCHOOL  OF MEDICINE,Domestic Higher Education,27.06.17
BIOMEDICAL INFORMATICS,Buffalo-Jacobs,DBMI,3T15LM012495-01S1,Other,9552954,"ELKIN, PETER L",Buffalo Research Innovation in Genomic and Healthcare Technology Education (BRIGHT Education),MISCELLANEOUS,SCHOOLS OF MEDICINE,92593,7407,100000,26,AMHERST,NEW YORK,Y,SUNY AT BUFFALO SCHOOL  OF MEDICINE,Domestic Higher Education,02.09.17
BIOMEDICAL INFORMATICS,Buffalo-Jacobs,DBMI,5R21AI122964-02,RPGs - Non SBIR/STTR,9198753,"LOVELL, JONATHAN F",A His-tag Binding Membrane System for Generating Neutralizing Gp41 MPER antibodies,MISCELLANEOUS,SCHOOLS OF MEDICINE,150000,88115,238115,26,AMHERST,NEW YORK,Y,SUNY AT BUFFALO SCHOOL  OF MEDICINE,Domestic Higher Education,21.12.16
MEDICAL INFORMATICS AND CLINICAL EPIDEMIOLOGY,Oregon,DBMI,3T15LM007088-26S1,Other,9524502,"HERSH, WILLIAM R",Research Training in Biomedical Informatics and Data Science at Oregon Health & Science University,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF MEDICINE,93409,6591,100000,3,PORTLAND,OREGON,Y,"PORTLAND, OREGON 97239-3098",Domestic Higher Education,30.08.17
MEDICAL INFORMATICS AND CLINICAL EPIDEMIOLOGY,Oregon,DBMI,3T15LM007088-25S1,Other,9369268,"HERSH, WILLIAM R",Biomedical Informatics Research Training at Oregon Health & Science University,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF MEDICINE,1400,112,1512,3,PORTLAND,OREGON,Y,"PORTLAND, OREGON 97239-3098",Domestic Higher Education,15.11.16
MEDICAL INFORMATICS AND CLINICAL EPIDEMIOLOGY,Oregon,DBMI,2T15LM007088-26,Other,9262616,"HERSH, WILLIAM R",Research Training in Biomedical Informatics and Data Science at Oregon Health & Science University,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF MEDICINE,830904,48552,879456,3,PORTLAND,OREGON,Y,"PORTLAND, OREGON 97239-3098",Domestic Higher Education,29.06.17
MEDICAL INFORMATICS AND CLINICAL EPIDEMIOLOGY,Oregon,DBMI,4R00LM012238-03,Other Research-Related,9543059,"HRIBAR, MICHELLE",Modeling and Optimization of Clinical Processes Using EHR Data,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF MEDICINE,145519,78580,224099,3,PORTLAND,OREGON,Y,"PORTLAND, OREGON 97239-3098",Domestic Higher Education,28.08.17
MEDICAL INFORMATICS AND CLINICAL EPIDEMIOLOGY,Oregon,DBMI,2R01HL105460-06,RPGs - Non SBIR/STTR,9175858,"MORRIS, CYNTHIA D",VCSIP2: DCC,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF MEDICINE,182408,98500,280908,3,PORTLAND,OREGON,Y,"PORTLAND, OREGON 97239-3098",Domestic Higher Education,21.06.17
MEDICAL INFORMATICS AND CLINICAL EPIDEMIOLOGY,Oregon,DBMI,1K01LM012738-01,Other Research-Related,9428949,"WEISKOPF, NICOLE GRAY",Measuring and improving data quality for clinical quality measure reliability,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF MEDICINE,132138,10571,142709,3,PORTLAND,OREGON,Y,"PORTLAND, OREGON 97239-3098",Domestic Higher Education,15.09.17
BIOMEDICAL INFORMATICS,Utah,DBMI,5T32DK110966-02,Training - Institutional,9304211,"CHAPMAN, WENDY W",University of Utah Interdisciplinary Training Program in Computational Approaches to Diabetes and Metabolism Research,MISCELLANEOUS,SCHOOLS OF MEDICINE,221892,16261,238153,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,05.07.17
BIOMEDICAL INFORMATICS,Utah,DBMI,3T15LM007124-21S1,Other,9531747,"CHAPMAN, WENDY W",University of Utah Biomedical Informatics Training Grant,MISCELLANEOUS,SCHOOLS OF MEDICINE,92497,6767,99264,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,29.08.17
BIOMEDICAL INFORMATICS,Utah,DBMI,2T15LM007124-21,Other,9264309,"CHAPMAN, WENDY W",University of Utah Biomedical Informatics Training Grant,MISCELLANEOUS,SCHOOLS OF MEDICINE,646056,40608,488100,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,29.06.17
BIOMEDICAL INFORMATICS,Utah,DBMI,1U24CA204800-01A1,Other Research-Related,9295773,"DEL FIOL, GUILHERME",Scalable Clinical Decision Support for Individualized Cancer Risk Management,MISCELLANEOUS,SCHOOLS OF MEDICINE,510148,256102,766250,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,26.07.17
BIOMEDICAL INFORMATICS,Utah,DBMI,5R01HG008628-03,RPGs - Non SBIR/STTR,9293355,"EILBECK, KAREN LOUISE",A Community Driven Framework for Genome Based Clinical Diagnostics,MISCELLANEOUS,SCHOOLS OF MEDICINE,411134,201454,612588,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,06.07.17
BIOMEDICAL INFORMATICS,Utah,DBMI,3T15LM007124-20S1,Other,9380137,"HURDLE, JOHN F",University of Utah Biomedical Informatics Training Grant Supplement,MISCELLANEOUS,SCHOOLS OF MEDICINE,2232,179,2411,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,15.11.16
EPIDEMIOLOGY AND BIOSTATISTICS,UT San Antonio-Long,DBMI,5R01HD075936-04,RPGs - Non SBIR/STTR,9264407,"PARRA-MEDINA, DEBORAH",Pediatric Obesity Management Intervention Trial for Hispanic Families,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,453199,119948,573147,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,21.03.17
EPIDEMIOLOGY AND BIOSTATISTICS,UT San Antonio-Long,DBMI,5R25CA134301-08,Other Research-Related,9334079,"RAMIREZ, AMELIE G",Exito Latino Cancer Research Leadership Training,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,264710,19207,283917,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,10.07.17
EPIDEMIOLOGY AND BIOSTATISTICS,UT San Antonio-Long,DBMI,1R13MD012457-01,Other Research-Related,9471696,"RAMIREZ, AMELIE G",Advancing the Science of Cancer in Latinos,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,49935,0,49935,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,19.09.17
BIOMEDICAL INFORMATICS,Renaissance Stony Brook,DBMI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEALTH OUTCOMES AND BIOMEDICAL INFORMATICS,Florida,DBMI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRANSLATIONAL DATA SCIENCE AND INFORMATICS,Geisigner Commonwealth,DBMI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BIOMEDICAL AND HEALTH INFORMATICS,Missouri Kansas City,DBMI,5R21AT009086-02,RPGs - Non SBIR/STTR,9335264,"GERKOVICH, MARY M",Phased Exploratory Clinical Studies of Harpagophytum procumbens’ Impact upon the Biological Signature of Inflammatory Osteoarthritis,MISCELLANEOUS,SCHOOLS OF MEDICINE,141422,79729,221151,5,KANSAS CITY,MISSOURI,Y,"KANSAS CITY, MISSOURI 64110",Domestic Higher Education,29.08.17
